title,company_name,location,pay,job_type,description
Customer Service Sales Representative,Supragenix,"Orem, UT",$12 - $15 por hora,Part-time,"To apply send your resume to jobs@supragenix.com.
Pay range: $12-$15/hour
Location: Orem, UT
Full Time / Part Time
Job Description
Supragenix, a dynamic Utah County based company is currently looking for confident, eager to learn professionals to join our elite Customer Service team to take inbound customer calls. Supragenix focuses on helping customers reach their goals and improve their quality of life. Supragenix is committed to providing renowned service to our customers, as well as opportunities for our employees to improve core skills for advancement and growth.
Answering incoming calls
Assisting existing customers with questions or concerns
Assisting new customers in product research and placing orders
Responding to incoming customer emails
Quality Assurance
Advance Training & Growth
Requirements
Basic computer skills
Basic keyboarding/typing skills
Strong desire to learn and grow
Teachable
Must be Punctual
A great attitude
We are a drug free employer – must be willing to submit to drug testing
Must have reliable transportation
Must be a responsible professional
Comprehensive benefits including paid training, vacation time, sick time and holiday pay, 401(k), monthly incentive bonuses, flexible work schedules, opportunities for raises, growth and a true sense of family/teamwork. We are not MLM or a cold-calling center. We adhere to putting our employees first who in turn make our customers their top priority. Although experience is a plus, we provide training."
Sales Associate,Magic EdTech,"New York, NY","$36,000 - $60,000 por año",not specified,"Sales Associate
Salary Range: $36K to $60K
Location: New York, USA
Business: B2B, Institutional Account Based Selling
Offerings: SaaS Platform and IT outsourcing
Geo Focus: North America
Market Focus: EdTech and Publishing
Role
We are looking for dynamic sales professionals who will be responsible for hunting and growing new accounts for Magic EdTech in the USA and Canada. The primary responsibilities will include:
Run effective digital marketing and sales campaigns to generate leads from new accounts.
Participate in key account strategy and planning.
Hands on sales growth responsibility in the North American region.
Write winning proposals and blogs on latest industry trends.
Develop long-term relationships with decision-makers and influencers.
Operates with a sense of urgency and has a positive, winning attitude.
Understand the digital learning products landscape and partner ecosystem.
Highly process driven with an entrepreneurial mindset.
Work with the marketing office to plan customer events and branding strategies.
Qualifications
Bachelor degree with a competitive CGPA.
Strong analytical skills with moderate level of expertise in using Microsoft and Google tools.
Good written and verbal communication skills.
Ability to thrive in a dynamic and high-performing environment.
Strong interpersonal skills.
No experience required. The candidate must be passionate about building a career in sales!
About Magic Software
Magic Software Inc. (www.magicsw.com) develops new age digital technology solutions for the Education and Financial services sectors. Magic Software is fully owned by Solmark (www.solmark.com), a DC based PE firm.
Magic Edtech (www.magicedtech.com) is a leading brand that provides an SaaS based e-learning platform (MagicBox) and digital learning products development services. We are an end to end service provider and support our customers through the entire value chain starting from content creation to content distribution.
Magic Finserv (www.magicfinserv.com) is an emerging technology services provider to the buy-side within financial services.
Primary Contact: harsh.gupta@www.magicedtech.com"
Sales Associate,Petco,"860 Broadway, New York, NY 10003",$17.00 - $23.50 por hora,Part-time,"Create a healthier, brighter future for pets, pet parents and people!
If you want to make a real difference, create an exciting career path, feel welcome to be your whole self and nurture your wellbeing, Petco is the place for you.
Our core values capture that spirit as we work to improve lives by doing what’s right for pets, people and our planet.
We love all pets like our own
We’re the future of the pet industry
We’re here to improve lives
We drive outstanding results together
We’re welcome as we are
Petco is a category-defining health and wellness company focused on improving the lives of pets, pet parents and Petco partners. We are 29,000 strong, working together across 1,500+ pet care centers, 250+ Vetco Total Care hospitals, hundreds of preventive care clinics, eight distribution centers and two support centers.
Position Responsibilities
To perform this job successfully, an individual must be able to perform each essential job duty satisfactorily. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform essential job functions.
Provide a great experience by engaging with guests utilizing your acquired skills and training.
Assist guests in the proper selection of merchandise in accordance with their identified needs.
Demonstrate a high level of interest in the welfare, health, and proper handling of all animals.
Process transactions in a way that creates a great experience for each guest.
Generate future business through a deep understand of the guests and their pet/s.
Perform related duties in support of the Pet Care Center attaining its assigned sales goals.
Ensure merchandise is stocked, priced, and displayed to create a great presentation for our guests.
Completes and applies training programs to maintain a high level of expertise of their role.
Adhere to established operational guidelines, policies, and procedures.
Promote a positive culture of teamwork, inclusion, and collaboration.
Complete other duties and special projects as assigned.
Evaluate guest inquiries and as needed refers to the Leader on Duty.
Other Essential Duties
UTILIZE SELLING BEHAVIORS. You’re the key to providing an amazing guest experience within our Pet Care Locations. Utilizing the behaviors within our Sales Model is critical to being able to identify and solve for their needs both today and in the future.
CONTRIBUTE TO A SAFE ENVIRONMENT. You’ll be empowered through our training programs to maintain our safety protocols. Bottom line, the safety of partners, guests and pets is our #1 priority.
BE A PART OF A COLLABORATIVE CULTURE. Being a great teammate is key to creating a culture that is centered around solving for the health and wellness needs of pets.
ENGAGE IN YOUR CAREER: As you develop your skills and knowledge, you will have the opportunity to participate in developmental programs to support your continued growth throughout your career.
Basic Qualifications
Be able to work successfully within a team. In addition to having a professional appearance and demeanor, applicants must also demonstrate a keen and genuine interest in animals and their care. Good interpersonal and verbal communication skills are necessary due to the nature of interaction with the public and other partners and leaders within the store.
Preferred Qualifications
Prior experience within sales, retail, or related field. Possess a high level of knowledge of pet nutrition and an aptitude for sales techniques.
Supervisory Responsibility
None
Work Environment
The majority of job duties are conducted indoors, although merchandise receiving, merchandise carry-outs, or stock balancing will require leaving the store briefly. This position requires bending, kneeling, moving merchandise and standing for long periods of time. Must be able to lift 50 lbs and pull 2000 lbs utilizing material handling equipment. Improper use of safety equipment and/or not following proper lifting techniques may pose of risk of injury to customers, pets, and Pet Care Center personnel. Follow all safety precautions and procedures. Must be available for shifts on evenings, weekends and some overnights and holidays.
Equal Opportunity Employer
Petco Animal Supplies, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, protected veteran status, or any other protected classification.
Petco Animal Supplies, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, protected veteran status, or any other protected classification.
The pay range(s) below are provided in compliance with state specific laws. Pay ranges may be different in other locations.
$17.00 - $23.50
Hourly or Salary Range will be reflected above. Exact rate of pay will be based on position, location, and experience level. For a more detailed overview of Petco Total Rewards, including health and financial benefits, 401K, incentives, and PTO -see https://careers.petco.com/us/en/key-benefits
To translate this webpage to Spanish or other languages on your internet browser click the translate button to the right of your browser address bar. Additional instruction can be found here: https://support.google.com/chrome/answer/173424?hl=en-GB&co=GENIE.Platform%3DDesktop
Para traducir esta página web al español u otros idiomas en su navegador de Internet, haga clic en el botón de traducción a la derecha de la barra de direcciones de su navegador. Puede encontrar instrucciones adicionales aquí:
https://support.google.com/chrome/answer/173424?hl=en-GB&co=GENIE.Platform%3DDesktop"
Retail Sales Associate,IKEA,"100 Ikea Dr, Paramus, NJ 07652",$19.14 - $27.32 por hora,Part-time,"Why we will love you
You care about making a positive impact in the world. You understand greatness requires thinking differently. An inclusive and accepting work environment is important to you. A job at IKEA is so much more than home furnishings. Together, we work to make a better everyday life for the many. It's the perfect fit if you want to contribute, grow, and share your uniqueness. Join our team and start a better life for yourself.
What you'll be doing day to day
Optimizing the shopping experience through knowledgeable and attentive customer service to continually increase sales.
Creating relationships with customers to provide support in-store and remotely.
Acting as an expert and consultant on a broad range of products and services to inspire and inform customers.
Listening to, identifying, anticipating, and responding to customer needs.
Maximizing sales, while maintaining profitability, by actively steering customers towards top-selling and prioritized products.
Analyzing and adjusting sales space capacities based on sales location to secure high stock availability.
Supporting the implementation and upkeep of planned and promotional activities in, or involving, your product range.
Together as a Team
We are the ones meeting our customers – in our stores, online, in our catalogue and beyond. We have knowledge of the IKEA product range, local markets and customer needs and we constantly find new ways of making real connections with our customers to maximize sales and profitability. Together with thousands of colleagues around the world we’re a diverse team working for the continued global success of the IKEA Concept – a concept that helps millions of customers create a better everyday life!
Qualifications
2 years of experience in retail sales/customer service, preferably in the home furnishing sector
Familiarity with basic design principals and modular furniture planning
Apply now!
JOB TYPE – Permanent, Part-time BENEFITS ELIGIBLE? Yes HOURS – 12-20 hours per week. Must have complete open work availability from Mondays through Saturdays. The hourly pay rate range for this role is $19.14 - $27.32"
Bilingual Retail Sales,Multiverse (Apprenticeships),"Miami, FL",Desde $18.49 por hora,Full-time,"Apprenticeship Provider: Multiverse
This is a full time paid apprenticeship opportunity in partnership with Multiverse. Apprenticeship is an outstanding alternative to college. You get to develop industry skills, earn a competitive salary, and it's completely free!
Qualification/ Program Area: Sales
Duration: 6 months
Training provider: Multiverse
----------------------------------------------------------------------------------------------
Employer: Verizon Wireless
Role: Retail Sales Apprentice
This retail sales apprentice position – part of the Verizon Thrive Apprenticeship Program – will give you a chance to channel your drive and enthusiasm while learning from the best minds in the industry. You’ll be front and center, hands-on, and contributing your high energy to your team from the moment you arrive through the course of this 6-month apprentice experience. You will take part in operations and sales training that will help you grow both professionally and personally throughout the program while preparing you to work in our retail sales environment.
During this immersive apprenticeship experience, you will complete a 6-month training program designed to:
Prepare you for a career in sales at Verizon.
Expand your knowledge in cutting-edge technology, wireless products and exceptional customer service.
Learn how to uncover customer needs by creating connections and asking the right questions.
Learn how to provide a complete top-down solution by pairing customer learnings to product capabilities to make sales recommendations.
Provide you with instructional and hands-on training that gives you the opportunity to develop your skills through the usage of digital tools.
Learn how to prospect customers through outbound calling campaigns and driving engagement to the stores through activation and welcome calls.
Daily tasks could include:
Greeting and welcoming customers.
Assisting customers with quick purchases, i.e. accessories
Assisting with retail merchandising, inventory and systems.
Troubleshooting and resolving customer service issues and problems.
Attending daily and weekly meetings and training with your assigned Multiverse coach to report progress.
Job shadowing managers and retail sales specialists to gain exposure/experience to different sales scenarios and how to identify the right solutions.
Working with retail staff and managers to learn workplace skills and tools such as how to pull up promotions, using pos systems and VZ sales techniques specific to the retail sales environment.
Completing daily facilitated study time towards your apprenticeship curriculum.
Participating in peer reviews of projects and engagement for fellow apprentices.
You’ll need to have:
You must be a member of the Multiverse community to be considered.
High school diploma or GED.
Willingness to work evenings, weekends and holidays.
Willingness to work additional shifts, if necessary, typically during the summer months, November through December and/or during peak vacation periods.
Authorization to work in the U.S. without restrictions or need for future sponsorship.
Even better if you have one or more of the following:
Demonstrated interest in sales and technology.
Demonstrated strong communication and presentation skills.
Demonstrated ability to work collaboratively as well as independently.
Other Information:
This onsite apprenticeship role will have a defined work location and schedule as set by the manager.
This is a full time 6-month Verizon Thrive Apprenticeship Program.
Apprentices who successfully complete the 6 month Retail Apprentice program may be considered for regular full-time Retail sales roles based on their performance and business needs, with potential advancement and earning potential increases of up to 20%.
Scheduled Weekly Hours: 40 (eligible for overtime per business needs).
Benefits
Best in class medical, dental, and vision.
Discounts up to 50% off on Verizon products and services.
Additional employee discounts on attractions, automotive, travel and more.
Five weeks of paid time off (vacation, holidays and personal days).
Verizon 401(k) plan with matching contributions up to 6% of eligible participant contributions to the plan, qualified student loan repayments, or a combination of both.
$2,500 stock grant per year, part of Verizon’s Stock Together award program.
Equal Employment Opportunity
We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. Check out our page to learn more.
----------------------------------------------------------------------------------------------
How To Apply:
The Multiverse Admissions team is available to support you. You may receive texts or emails once joining the platform to provide expert guidance directly from the Multiverse Admissions team, to support your candidacy!
Create a Multiverse Profile and complete assessment(s):
Sign up for a Multiverse profile using the link provided.
When prompted to select a favorite subject during sign up, select “business”.
Follow the on platform instructions to complete your profile and assessment.
Following your profile approval, complete a 10 minute application for the role by answering 2 short answer questions.
Await next steps!
Job Type: Full-time
Pay: From $18.49 per hour
Expected hours: No less than 40 per week
Benefits:
401(k)
401(k) matching
Dental insurance
Employee discount
Health insurance
Paid time off
Vision insurance
Shift:
8 hour shift
Weekly day range:
Monday to Friday
Weekends as needed
Work Location: In person"
Sales Associate -- #520 Miami International,Earthbound Holding LLC,"Miami, FL 33172",$13.25 - $13.75 por hora,not specified,"Job Benefits:
Hourly wage
401K available
Positive, fun work environment
Job Responsibilities:
Sales Associates are responsible for:
Assisting customers with the emphasis of total and exemplary sales service
Ringing sales and completing all routine sales transactions
Completing all tasks assigned to them, such as, but not limited to:
Housekeeping duties
Stocking and pricing products
Job Requirements:
Must be a great salesperson
Ability to work a flexible schedule and have dependable transportation
Possess a personality that supports efficiency and a can do attitude.

Earthbound Trading Company is an Equal Opportunity Employer and E-Verify participant"
Sales Development Representative - Spanish Speaking,Dynatrace,"Waltham, MA","$90,000 - $95,000 por año",not specified,"Company Description

Dynatrace exists to make software work perfectly. Our platform combines broad and deep observability and continuous runtime application security with advanced AIOps to provide answers and intelligent automation from data. This enables innovators to modernize and automate cloud operations, deliver software faster and more securely, and ensure flawless digital experiences.

Job Description

The Sales Development Representative is responsible for identifying and qualifying sales opportunities for APM software field sales organization. Sales Development Representative will partner with field sales representatives and marketing to generate demand and qualify leads.
Responsibilities:
Qualify leads and prospects based on defined criteria.
Profile assigned accounts and drive outbound prospecting to generate new business.
Must call into senior IT management at Fortune 1000 as part of lead development and qualification. E.g. CTO, CIO, Directors of IT Operations, Directors of Infrastructure, Directors of Application support.
Conduct research on accounts by using Google, LinkedIn, Jigsaw and other tools.
Develop an understanding of the account’s business issues and other relevant information.
Execute database and telemarketing programs to increase attendance at upcoming events, seminars, and to create awareness for current product promotions to target audiences.
Educate prospects about Dynatrace enterprise solutions.
Use CRM-Salesforce.com to track activities.
Attend weekly territory forecast meetings and update team on progress of identified activities.
Work to meet defined metrics goals.
Provide input to marketing including feedback on quality of leads from marketing programs.

Qualifications

Minimum Requirements:
College diploma/university degree required.
Fluent understanding of Spanish required.
Preferred Qualifications:
Understanding of IT operations management solutions a plus.
Experience using a CRM preferred, specifically Salesforce.com
High level of commitment to exceptional customer service and relationship build.
Strong written and verbal communication skills.
Strong problem solving, organizational and interpersonal skills.
Ability to work both individually and in a team environment.
Self-motivated with the ability to work in a fast paced and constantly changing environment.

Additional Information
Candidates must be able to come into our Waltham office 3 days a week.
The OTE salary range for this role is $90,000- $95,000. When determining your salary, we consider your experience, skills, education and work location.
Our total compensation package includes a commission-based structure, unlimited personal time off, and a reward system.
We also offer medical/dental benefits, and a company matching 401(k) plan for retirement.
All your information will be kept confidential according to EEO guidelines.
We offer competitive compensation, company-sponsored premium benefits, medical, dental, vacation/holidays, company matching 401(k) Plan, etc. Dynatrace is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, sex, color, gender identity, religion, national origin, ancestry, citizenship, physical abilities, age, sexual orientation, creed, disability status, veteran status, pregnancy, genetic status, or any other characteristic protected by law. If your disability makes it difficult for you to use this site, please contact careers@dynatrace.com. Dynatrace participates in E-Verify, participant information in English and Spanish. Right to work information in English and Spanish. EEO is the Law/EEO is the Law Supplement. To be considered for this position, please upload your resume/CV."
Bilingual Spanish Call Center Sales Consultant,AT&T,"600 NW 79th Avenue, Miami, FL",$10.00 - $18.48 por hora,Full-time,"Job Description:
This job reports to our 600 NW 79th Ave location. If considered, you must be able to report to this location.
For this position, you must be able to fluently speak in Spanish and English languages.
Are you a proven seller? Is being part of an award-winning team that passionately cares about customers and delivers best-in-class products and services important to you? Then you'll love being a member of our sales team. Our call center sales representatives are the front line of our company, selling the latest in cutting edge technology, identifying opportunities and providing solutions to address our customers' needs.

What does it take to be a proven seller? Courtesy, professionalism, product knowledge, and sales techniques to build customer relationships. The goal? Help customers and provide them with solutions through proven sales techniques. We'll get you started by providing on-the-job sales training and resources. On our team, you'll be an important part of shaping our customer experience – from generating revenue through sales, customer retention, to answering questions.

What you'll do as a Call Center Sales Representative:
Utilize proven sales techniques to build customer relationships to enhance the customer buying and service experience for small business customers
Opportunity to consistently meet or exceed sales quotas and service objectives to earn extra cash
Interact proficiently with a variety of online systems to provide the right solutions that meets the customer's needs
Bottom line? When our customers think of AT&T, they'll think of you.
What's in it for you?
Our Bilingual Sales Consultants earn between $10.00 - $18.48 per hour + additional compensation up to $513.00 per week if all sales goals and performance expectations are met. With these great opportunities, our top sellers earn $100,000 per year. Individual starting salary within this range may depend on geography, experience, expertise, and training.
Joining our team comes with amazing perks and benefits:
Medical/Dental/Vision coverage
401(k) plan
Tuition reimbursement program
Paid Time off and holidays (With some exceptions bargained employees qualify for one week of PTO after 6 months of service and 2 weeks after the first year). At least 6 company designated holidays and additional PTO (based on bargaining group to which you are hired).
Sick leave
Paid Parental Leave
Adoption Reimbursement
Disability Benefits (short term and long term)
Life and Accidental Death Insurance
Supplemental benefit programs: critical illness, accident hospital indemnity/group legal
Employee Assistance Programs (EAP)
Employee discounts up to 50% off on eligible AT&T mobility plans and accessories, AT&T internet (and fiber where available) and AT&T phone

Career possibilities are limitless with AT&T. You will have the chance to round out your experience with training on the latest technology, devices, and our entire lineup of products, services and promotions.
If you're 18 years or older, let's talk.
Qualifications - External
Our Call Center Sales Representative must be able to:
Satisfactorily complete on-the-job and/or classroom training
Effectively use multiple systems to identify and communicate products that meet the customer’s needs, and resolve the customer’s problem in a productive manner
Work day, evening, holiday, night, weekend and/or split shifts if required
Qualify on pre-employment screening
Operate a computer and have basic keyboarding skills
Job Description - Internal
Job Description - Internal
Our Sales Consultant must be able to:
Complete on-the-job and/or classroom training as required to remain on the job
Work day, evening, night, weekend and/or split shifts if required
Qualify on pre-employment screening:
Weekly Hours:
37.5
Time Type:
Regular
Location:
Miami, Florida
It is the policy of AT&T to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, AT&T will provide reasonable accommodations for qualified individuals with disabilities."
Inside Sales Specialist,Arctic Air Conditioning,"1 Pleasant Valley Rd, Old Bridge, NJ 08857","Hasta $100,000 por año",Full-time,"Since 1977, Arctic Air Conditioning, HVAC, Plumbing, and Electric, located in Old Bridge, NJ has been focused on giving our customers the best value. We are looking for motivated, energetic, and caring Inside Sales Specialist who can support the parts/repairs department with estimate rehash and execution.

Job Type: Full-time

Salary: $40,000 base salary + commission with the potential to earn up to $100,000 annually

Additional Compensation and Benefits:
Affordable Medical, Dental and Vision plans
Supplemental insurance
Referral Bonus
401K with company match
Short- and Long-Term Disability Plans Available
Life Insurance Policy Free to Employees
Paid Holidays
Paid Time Off & Vacation

Responsibilities:
Respond promptly to customer inquiries and provide accurate product information, pricing, and availability.
Proactively reach out to customers to identify their needs and offer appropriate parts and solutions.
Process orders efficiently and accurately using our internal systems.
Collaborate with other departments to ensure timely delivery of orders and resolve any issues that may arise.
Stay informed about industry trends, new products, and competitor offerings.
Meet or exceed sales targets and objectives on a regular basis.
Maintain thorough and up-to-date records of customer interactions and transactions.
Provide exceptional customer service before, during, and after the sale to build long-term relationships and foster customer loyalty.

Requirements:
Excellent communication skills, both verbal and written
Ability to multitask in a fast-paced environment
Exceptional customer service and phone skills
Strong attention to detail with problem-solving capabilities
Proficiency in Microsoft Office and CRM software
Proficient at typing & comfortable with computers

Arctic Air Conditioning, Heating, Cooling and Plumbing is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law."
Sales Associate (Inside Sales) CosmoProf 08906,Cosmoprof,"Orem, UT 84057",Desde $13 por hora,not specified,"Overview
COSMOPROF SALES ASSOCIATE:
Job Description: By working at Cosmoprof, you would be part of the largest hair and beauty supplier in the world and we are on a mission to empower our customers to express themselves through hair – and we need passionate and talented people to make this happen!!
The Sales Associate/Beauty Advisor will focus on one primary objective – creating a memorable shopping experience for our customers. We are continually searching for passionate beauty lovers that want to help our customer through their beauty experience. Whether assisting with hair color, cosmetics, skin care, or nails, we want you to be the advisor on our customer’s journey. It takes knowledge and training – which Sally Beauty will go above and beyond to provide. You bring your passion and personality – we will do the rest!
Your role at Cosmoprof:
Build relationships and inspire loyalty.
Recommend additional and complimentary products.
Inform customers of current promotions and events.
Set up advertising displays and arrange merchandise to highlight sales and promotional events.
Ensure our customers are informed about and enrolled in our Loyalty program.
Complete transactions accurately and efficiently.
Maintain a professional store environment and communicate inventory issues.
Demonstrate our Sally Beauty Culture Values.
We have a range of different working schedules and hours to suit everyone’s needs.
Why you’ll love working here:
The people are creative, fun and passionate about beauty.
Generous product discount and free sample products.
You will receive a great education regarding our products.
You will have ample opportunity for growth.
You may qualify for one or more of the following – medical, dental, vision, 401k, vacation, sick and holiday time depending on the average hours worked.
Requirements: Legal wants you to know
Must be able to lift up to 25 lbs, occasionally while on a ladder, with or without accommodation.
May be exposed to fumes and odors upon occasion.
Working Conditions/Physical Requirements: The position requires some physical exertion such as long periods of standing; walking; recurring bending, crouching, stooping, stretching, reaching, or similar activities; recurring lifting of moderately heavy items such as shipment or record boxes. The position involves working around moving parts, carts, or machines, and may occasionally include exposure to irritant chemicals.
Additional Information: Interested in this exciting challenge and always be in the know about the latest trends in hair and beauty? Yes? Then we would love to hear from you.
“At Sally Beauty Holdings, we find beauty in diversity. Our inclusivity and self-expression are what fuel our innovation and growth. You are welcome here, and you can thrive here. We find beauty in YOU. Join us.”
Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, or disability.
SBH, Inc. is an Equal Opportunity Employer. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.

Starting at $13hr depending on experience"
Telemarketing/Sales,The Accounting Doctor,Remote,$20 - $25 por hora,Full-time,"Small accounting firm provides Employee Retention Tax Credit to small businesses throughout the United States. Through (4) COVID Laws, IRS is giving Employers up to $26,000 per employee and we are looking to hire motivated outbound sales representative to help us find and help eligible small employers obtain these dollars. We assist clients to obtain these refunds and we only bill if we are successful.
Description
Position Description:
This base plus commission position is responsible for engaging potential customers via phone, text, and email, in the goal of setting Accounting Tax Appointments with one of our knowledgeable Consultants. Duties include but are not limited to:
Cold call, text, or email potential clients.
Explain our service and answer questions from customers.
Provide brief IRS Tax Credit information to potential clients.
Schedule appointments for sales representatives
Keep a detailed log of contacts in our company database.
Build trust and rapport with clients

Required Skills/Abilities:
Ability to communicate in English both verbally and in writing via text and email with exceptional written and verbal communication skills.
Ability to prioritize and multitask.
1 to 3 years sales experience or equivalent combination of education and sales
Basic Microsoft computer skills, familiarity and ability to use various email, excel and video conferencing programs and applications
Must have home computer running Windows 11, and mobile phone with the ability to text.
Ability to type 40 WPM and
Familiarity with CRM a plus
Salary:
Hourly base of $20+++ DOE PLUS monthly commission
COVID-19 considerations:
We are flexible. This is a very small office. Virtual, In-Office and hybrid positions are available

Salary
$20 - $25 per hour"
Sales Development Representative,Carto,Remote,"$58,500 por año",not specified,"Everything happens somewhere - which is why spatial analytics is fundamental to companies trying to understand the “where” and the “why” of their business. CARTO is the leading cloud-native location intelligence platform, trusted by data scientists, data analysts and developers from companies such as T-Mobile, Mastercard, NHL, Coca-Cola and Gap to provide geospatial insights for use cases such as site selection, geomarketing, route optimization, network planning and much more.

With an exceptionally diverse team of 175 people spread across the US and Europe, CARTO (backed by Accel Partners, Salesforce Ventures, Earlybird Ventures, and Kibo Ventures, among others) is changing the way companies analyze location data - making it simple to do this straight out of modern, cloud data warehouses. Redefining its category, the company has grown rapidly in recent years, providing a compelling alternative to legacy GIS software.

To continue our growth in enterprise, we are looking for a high-energy, creative, and curious Sales Development Representative (ideally in DC or NYC, but open to remote candidates). This individual will report to our Global Head of Sales Development, who is based in our Madrid office. Also, he/she will be joining a team of 6 high skilled members split between USA and Spain and work closely with our NA (North America) team of Account Executives and Partnerships Manager.
As an SDR you will:
Develop new business leads and enhance existing relationships with strategic accounts, using outbound tactics to identify new opportunities
Use our sales toolbox to drive opportunity creation. These tools include Salesforce, Hubspot, LinkedIn Sales Navigator, Outreach, LeadIQ, Lusha, among others
Learn and be curious about our customer’s business problems, whether it’s geomarketing for CPG firms or radio network optimization for Telco players. You will invest time attending webinars, listening to podcasts, reading industry reports and following industry influencers who help you understand our prospects better
Conduct sales development best practices with email, phone, and social drips using enablement technology to connect with new prospects
Work closely and collaboratively with the sales and marketing team to develop and implement appropriate prospect communication plans in line with our Account Based Marketing strategy, coordinating with our Account Executives to qualify opportunities; prepare for and book pitch meetings with target prospects
Be able to demonstrate the value of CARTO for enterprise organizations, adapting your demo scripts and messaging to the needs of the customer.
As an SDR, you are:
Energetic, with a positive attitude
Curious about technology and business
Determined to get the job done and productive in the way you do it
Creative and proactive in daily tasks, whether it’s copywriting for an outbound cadence or throwing together a follow up deck in Google Slides
Diligent and good at multitasking in a fast paced environment, a long to-do list doesn’t freak you out
A critical thinker, fast learner and very capable of internalizing information and articulating relevant value
Tenacious – you know every “no” you hear is a learning opportunity and one step closer to the next “yes.”
Assertive – you’re likable, but aren’t afraid to ask for what you want
Coachable – no matter your experience you’re never done learning
Quick witted – you see objections as an opportunity to practice verbal jousting.
Qualifications:
Bachelor’s degree or equivalent work experience
Driven, eager to learn, and desire to pursue a career in tech and SaaS sales
Ideally 1-2 years business experience, preferably in a results-oriented sales environment. But open to recently graduated individuals looking for their first opportunity in tech
Prior lead generation experience or cold-calling experience a plus.

We offer:
Competitive compensation
Access to our employee stock options plan
Education Stipend
Flexible work hours in a focused but casual environment
Excellent benefits, including 100% medical, dental, and vision coverage for employees
Generous time off
Growth prospects at a truly welcoming, multicultural and multilingual company
A big vision: to help the world use location-based data to make better decisions. We believe that openness and sustainability are baked into this vision, and we’re sharing it with the world.

$58,500 - $58,500 a year
To Apply

Do you feel that you don't check all of the requirements? At CARTO, we believe that professional development happens through teaching and learning from your peers and managers. Even if you’re uncertain about whether you have the experience we’re looking for, please apply if this position sparks your curiosity.

A diversity of identity, perspective, and experience makes us stronger. We welcome you to apply to CARTO regardless of your background, age, gender, ethnicity, orientation, or ability.

To learn more about us, please visit our blog or follow us on Twitter (@carto) or Instagram (@cartohq). Not the right job for you? Take a look at the rest of our openings at carto.com/careers

#LI-Remote"
